original_gene_id	gene	gene_symbol_mapped	effect_size	adjusted_p_value	raw_p_value	cell_type	comparison	dataset_name	timepoint	ensembl_id	source_file
CLASP1	CLASP1	CLASP1	0.282253990815262	5.20484732611766e-14	1.70087491458373e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ATP11C	ATP11C	ATP11C	0.257435137789614	5.53666569565195e-14	1.80930874665924e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PHTF2	PHTF2	PHTF2	0.297636048734517	6.79112248934436e-14	2.2192485504867e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MYO1E	MYO1E	MYO1E	0.259827035918395	8.52021877593674e-14	2.78429423088681e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MT-ATP8	MT-ATP8	MT-ATP8	0.378880065800762	9.44982306704992e-14	3.08807655535764e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ASAP1	ASAP1	ASAP1	0.260997142082603	1.25347224504872e-13	4.09618066418978e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
HS2ST1	HS2ST1	HS2ST1	0.394611345070339	1.30136084403386e-13	4.2526742395146e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
HDAC8	HDAC8	HDAC8	0.288736848333756	1.46095893719005e-13	4.77421959148409e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CLEC2D	CLEC2D	CLEC2D	0.280961881962127	1.68299121387382e-13	5.49979155541917e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ZNF407	ZNF407	ZNF407	0.35088695878421	1.71389375915429e-13	5.60077696530926e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
NBEA	NBEA	NBEA	0.273655269278182	1.80908453105858e-13	5.91184775353282e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
APPL1	APPL1	APPL1	0.252494941304125	1.99123499529165e-13	6.50709125614082e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
BCL2	BCL2	BCL2	0.47580653840106	2.34253178975949e-13	7.65508248017873e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
KCNQ5	KCNQ5	KCNQ5	0.603861914434726	2.39362417517404e-13	7.8220456036536e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LNPEP	LNPEP	LNPEP	0.251322537516797	2.39881654607573e-13	7.83901358150298e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
THADA	THADA	THADA	0.273466467257576	2.42531017504446e-13	7.92559123899368e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
DOP1A	DOP1A	DOP1A	0.252002550330808	3.16920430769427e-13	1.03565383735638e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ANKRD17	ANKRD17	ANKRD17	0.310503523000994	3.70226524762762e-13	1.20985106618334e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ZNF107	ZNF107	ZNF107	0.260063497887112	4.34326611033321e-13	1.41932162685311e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
OXR1	OXR1	OXR1	0.268367930439694	5.37733336010877e-13	1.75724105751733e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
STAU2	STAU2	STAU2	0.268556547424325	5.84342644336601e-13	1.909554081032e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MYL6	MYL6	MYL6	-0.277885587577399	7.32429160541687e-13	2.39348112983787e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ATP2B1	ATP2B1	ATP2B1	0.349542742922596	9.34042563514904e-13	3.05232692890724e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
EXOC4	EXOC4	EXOC4	0.331705737865289	9.57856169798414e-13	3.13014662853637e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LYPLAL1	LYPLAL1	LYPLAL1	0.291748467375151	1.0012029151249e-12	3.27179802988433e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CR1	CR1	CR1	0.335654949416637	1.00660976899834e-12	3.28946690957268e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ATRX	ATRX	ATRX	0.254295613946143	1.30184700174718e-12	4.25426293829346e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ZBTB16	ZBTB16	ZBTB16	0.269884843877892	1.54455547504843e-12	5.04740196414636e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
GAPDH	GAPDH	GAPDH	-0.251952950874434	2.51792212505715e-12	8.22823478009592e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LRMP	LRMP	LRMP	0.259231511476232	2.55422577265883e-12	8.34687027436629e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
USP15	USP15	USP15	0.294424654519503	2.68203440259572e-12	8.76453188652566e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SCN3A	SCN3A	SCN3A	0.294032639479589	2.83494054704346e-12	9.26420883972243e-17	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ZFAS1	ZFAS1	ZFAS1	-0.269525950139894	3.15829478818419e-12	1.03208875140819e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TSBP1-AS1	TSBP1-AS1	TSBP1-AS1	0.31653408979094	3.23193680409085e-12	1.05615398323285e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CEP85L	CEP85L	CEP85L	0.300432291472082	4.09034068300762e-12	1.33666895951362e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PDE7B	PDE7B	PDE7B	0.29372270849934	4.2015191625207e-12	1.37300060864701e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
GMDS-DT	GMDS-DT	GMDS-DT	0.338746098380845	4.4847469939571e-12	1.46555569881935e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CHCHD3	CHCHD3	CHCHD3	0.265335058996315	5.70910608131818e-12	1.86565997232711e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RSRC1	RSRC1	RSRC1	0.290757398777317	5.879595397262e-12	1.92137361434659e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TNKS	TNKS	TNKS	0.257285037594206	6.73923638635997e-12	2.20229286178882e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
KIAA1109	KIAA1109	KIAA1109	0.268051367667124	1.06219389449278e-11	3.47110844251095e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
DPYD	DPYD	DPYD	0.46452424840361	1.36564923416043e-11	4.4627601521533e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
BICD1	BICD1	BICD1	0.285780773052347	1.37086940999402e-11	4.47981899282383e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SELL	SELL	SELL	0.258145533044359	1.83656032395449e-11	6.00163499217178e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
HIVEP2	HIVEP2	HIVEP2	0.318955708171806	1.90315400820609e-11	6.21925429955259e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SMAD3	SMAD3	SMAD3	0.250621280470309	2.73367511639835e-11	8.93328687427975e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ATG7	ATG7	ATG7	0.255323557977111	2.76651971869484e-11	9.04061866832733e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ELP4	ELP4	ELP4	0.326367138609825	3.05904841884095e-11	9.99656357256608e-16	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ENOX2	ENOX2	ENOX2	0.254110015498435	3.41202275274592e-11	1.11500367724777e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TNFAIP3	TNFAIP3	TNFAIP3	-0.262926912750508	3.44489359505239e-11	1.12574543153897e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LRCH3	LRCH3	LRCH3	0.254130906145459	3.85532276337224e-11	1.25986822763055e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PIP4K2A	PIP4K2A	PIP4K2A	0.321071510892157	4.76873726707138e-11	1.55835994479637e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
NR3C2	NR3C2	NR3C2	0.462679083125052	6.4707479403695e-11	2.11455440683948e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SOS1	SOS1	SOS1	0.296393273703249	1.0082470756903e-10	3.29481741018365e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ZSWIM6	ZSWIM6	ZSWIM6	0.289692831463187	1.23041773048996e-10	4.02084157540592e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CHD1	CHD1	CHD1	-0.298442676995152	1.83017993094569e-10	5.98078471600828e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MCPH1	MCPH1	MCPH1	0.26274768286095	1.94869035463865e-10	6.36806102623655e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PTPRJ	PTPRJ	PTPRJ	0.313625913226724	1.98282923354727e-10	6.47962234419551e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
L3MBTL4	L3MBTL4	L3MBTL4	0.305994643792287	2.0436235983254e-10	6.67829024648016e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
IGLC2	IGLC2	IGLC2	-2.24293161389164	2.08094074176792e-10	6.8002377104275e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SPATA5	SPATA5	SPATA5	0.29493455691985	2.35966247532232e-10	7.71106328329898e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FAM172A	FAM172A	FAM172A	0.294695455046192	2.51814853752466e-10	8.22897466594119e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CCSER1	CCSER1	CCSER1	0.55018520326899	2.70647578769035e-10	8.84440308385462e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
STRN3	STRN3	STRN3	0.256323838625255	2.97920557569898e-10	9.73564777523277e-15	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PDE3B	PDE3B	PDE3B	-0.376733322413979	3.34495398910723e-10	1.09308649688155e-14	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
AL592429.2	AL592429.2	AL592429.2	0.361460369227579	3.36237630534205e-10	1.09877987822034e-14	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SCAPER	SCAPER	SCAPER	0.260330979584236	4.21196449366555e-10	1.37641400400822e-14	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CDKAL1	CDKAL1	CDKAL1	0.288085720092833	4.30624873338266e-10	1.40722484016296e-14	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
HLA-DRB1	HLA-DRB1	HLA-DRB1	-0.336846218379933	9.26881224067105e-10	3.02892462359761e-14	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MAML2	MAML2	MAML2	0.475090944021435	9.2694676992219e-10	3.02913881873857e-14	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MNAT1	MNAT1	MNAT1	0.27289622220432	9.69640440875824e-10	3.16865605985368e-14	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
USP25	USP25	USP25	0.253882211841212	9.80205803659389e-10	3.20318226090451e-14	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MAP2K5	MAP2K5	MAP2K5	0.255508751760622	1.28805879050231e-09	4.20920489690635e-14	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PBX3	PBX3	PBX3	0.395179566247479	1.48363296231359e-09	4.84831529137476e-14	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MAP3K5	MAP3K5	MAP3K5	0.26615326363909	1.94580538878668e-09	6.35863334135053e-14	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CD37	CD37	CD37	-0.3101008166205	2.65323598396507e-09	8.67042248281124e-14	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LINC01374	LINC01374	LINC01374	0.254274397024747	2.67972564839831e-09	8.756987184727e-14	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ARPC3	ARPC3	ARPC3	-0.267078736280815	3.11631177187299e-09	1.01836925978661e-13	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CDC42SE2	CDC42SE2	CDC42SE2	-0.307397741658993	3.33150390409644e-09	1.08869118790119e-13	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FNDC3A	FNDC3A	FNDC3A	0.27408987173609	9.30242381019041e-09	3.03990843769498e-13	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FOXO1	FOXO1	FOXO1	0.304487805080071	9.64709604627363e-09	3.15254274248346e-13	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CHST11	CHST11	CHST11	0.25347324228827	1.30692862362891e-08	4.27086900306822e-13	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ITFG1	ITFG1	ITFG1	0.259193687457566	1.56928838127679e-08	5.12822581378645e-13	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
DYM	DYM	DYM	0.266594667704699	2.69666119580255e-08	8.81233030228604e-13	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
